Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB
hixk1239	lapsyd	hixkaryana_hixk1239	23	18	5	upsid	hixk1239-355	23	18	5	0.84	0.96	u n ɸ tʃ s d̠ b ɺ̣ m ɾ p t ɯ d ʃ j æ ɔ e n̠ w k h	æ b d d̠ e̞ h j k m n n̠ ɔ p ɸ ɺ̠ ɾ s ʃ t tʃ u ɯ w
ticu1245	lapsyd	ticuna_ticu1245	26	16	10	upsid	ticu1245-565	29	18	11	0.77	0.82	ũ kʷ u ʔ ɨ̃ g dʒ p b ã ɨ i k o ɲ a n e tʃ d ĩ t ŋ ɾ w m	a ã b d dʒ e̞ f g i ĩ ɨ ɨ̃ k kʷ m n ɲ ŋ o̞ õ̞ p ɾ s t tʃ u ũ w ʔ
tetu1245	lapsyd	tetunwesterndialect_tetu1245	18	13	5	upsid	tetu1245-571	19	14	5	0.68	0.87	m o f b t̪ ʔ u w d k n i e a s r h l	a b d e̞ f h i k l m n o̞ p r s t u w ʔ
tetu1245	lapsyd	tetunwesterndialect_tetu1245	18	13	5	phoible	tetu1245-1680	18	13	5	0.89	0.97	m o f b t̪ ʔ u w d k n i e a s r h l	a b d e f h i k l m n o r s t u w ʔ
tetu1245	upsid	tetu1245-571	19	14	5	phoible	tetu1245-1680	18	13	5	0.76	0.91	a b d e̞ f h i k l m n o̞ p r s t u w ʔ	a b d e f h i k l m n o r s t u w ʔ
rama1270	lapsyd	rama_rama1270	23	17	6	phoible	rama1270-987	28	19	9	0.82	0.85	p aː g iː h t uː r i n kʷ d ŋ ŋʷ k b a j s w l u m	a aː b d e eː g h i iː j k kʷ l m n ŋ ŋʷ o p r s t ts u uː w z
mull1237	lapsyd	malakmalak_mull1237	19	14	5	upsid	mull1237-466	19	14	5	0.81	0.95	j n̠ ø m ɹ l̠ ŋ a t k ɾ w n i l ʊ ɛ t̠ p	a ɛ i j k l l̠ m n n̠ ŋ ø̠ p r ɹ t t̠ ʊ w
chac1249	lapsyd	chachi_chac1249	32	24	8	upsid	chac1249-273	28	24	4	0.82	0.91	n̠ l ɛ s ɑː b ʃ t d n ʊ ɾ w k d̠ p ɑ j ʔ tʃ m ŋ h ɸ ɛː g l̠ ʊː ts t̠ iː i	ɑ b d d̠ ɛ g h i j k l l̠ m n n̠ ŋ p ɸ r s ʃ t t̠ ts tʃ ʊ w ʔ
lith1251	lapsyd	lithuanian_lith1251	51	39	12	upsid	lith1251-444	52	36	16	0.34	0.71	ʋ kʲ b ʃʲ n̪ n̪ʲ ie g l̪ʲ iː s̪ dz̪ʲ bʲ eː r̪ʲ d̪ pʲ æ k oː p z̪ʲ æː r̪ dz̪ ɪ gʲ ts̪ ts̪ʲ z̪ dʒʲ t̪ʲ a tʃʲ t̪ s̪ʲ l̪ˠ ʋʲ ʊ ʃˠ dʒ uo ɑː m tʃ uː ʒʲ ʒˠ d̪ʲ j mʲ	a æ æː æi ai au ɑː b bʲ d dʲ dz dʒ eː g gʲ iː ie̞ ɪ j k kʲ l lʲ m mʲ n nʲ oː p pʲ r rʲ s sʲ ʃ ʃʲ t tʲ ts tsʲ tʃ uː ui uo ʊ v vʲ x z ʒ ʒʲ
lena1238	lapsyd	lenakel_lena1238	27	21	6	upsid	lena1238-584	21	15	6	0.60	0.75	ɾ p l̥ k h a i t ɔ l n̥ m f w s mʷ ŋ̊ ɰ pʷ n ɾ̥ m̥ʷ ɛ m̥ u ɨ ŋ	a e̞ ə f h i k l m mʷ n ŋ o̞ p pʷ ɾ s t u ɰ w
sooo1256	lapsyd	so_sooo1256	40	24	16	phoible	sooo1256-1476	28	18	10	0.58	0.67	p d ʊ aː ɔ b ŋ m ɛː n w i c ɓ θ gʷ g ʔ ɲ u uː ɗ k e o r kʷ ɟ a ɪ t ɔː ɛ eː iː l oː j ʄ ɠ	a ɓ ɗ e ɛ ɠ i ɪ j ʄ k l m n ɲ ŋ o ɔ p r s t tʃ u ʊ ʌ w ʔ
sele1250	lapsyd	selepet_sele1250	21	15	6	upsid	sele1250-554	21	15	6	0.68	0.90	ŋ ⁿb i ɔ s ɾ t̪ m n̪ u w ⁿd̪ l a ⁿg k j h o p ɛ	a ɑ̝ ɛ h i j kʰ l m ⁿb n̪ ⁿd̪ ŋ ⁿg o pʰ ɾ s t̪ʰ u w
yuro1248	lapsyd	yurok_yuro1248	38	29	9	phoible	yuro1248-1025	35	23	12	0.49	0.71	ɬ p i t̪ʼ m o tʃ ɣ e s u ɹ kʼ oː ʃ n̰ m̰ iː k h t̪ tʃʼ l̰ ʔ ɹ̰ l a x aː w̰ pʼ kʷ uː β̞ kʼʷ n j̰ j	a aː e eː ə əː ɣ h i iː j k k̰ kʷ k̰ʷ l ɬ m n̪ o oː p p̰ r s ʃ t̪ t̰ tʃ tʃ̰ u uː w x ʔ
maxa1247	lapsyd	maxakali_maxa1247	20	10	10	upsid	maxa1247-453	20	10	10	0.67	0.89	ⁿb t i ʔ tʃ o k õ ĩ ⁿdʒ h ɛ̃ ɛ ⁿg p ɯ ⁿd ɯ̃ a ã	a ã e̞ ẽ̞ h i ĩ k ⁿb ⁿd ⁿdʒ ⁿg o̞ õ̞ p t tʃ ɯ ɯ̃ ʔ
beja1238	lapsyd	beja_beja1238	29	21	8	upsid	beja1238-249	26	21	5	0.67	0.84	eː u h oː b aː n ɖ ʈ dʒ uː gʷ k f ʔ l ʃ s d̪ j t̪ kʷ iː a r i g w m	a b d̪ dʒ ɖ e̞ f g gʷ h i j k kʷ l m n̪ o̞ r s̪ ʃ t̪ ʈ u w ʔ
minn1241	lapsyd	hainanese_minn1241	24	19	5	upsid	minn1241-481	25	19	6	0.32	0.62	b e ɓ j a ɸ t̪ ɕ w ŋ u tɕ h ʔ o ɦ k dʑ m n̪ g ɺ i d̪	a b d dz dʒ e g h i k kʰ m n ŋ o ɔ p pʰ s t tʰ ts tsʰ u ʔ
nort1550	lapsyd	tiwanorthern_nort1550	36	23	13	upsid	nort1550-598	38	26	12	0.68	0.77	u tʰ tʃʼ ã ɨ̃ pʼ ʔ a i ia pʰ tʃ n kʼʷ l j ɬ k kʷ ũ m t kʼ s ẽ p õ x h o ĩ w e xʷ ɨ tʼ	ɑ ɑ̃ b d e ẽ ə ə̃ g h i ĩ j k kʷ kʼʷ kʼ l ɬ m n o õ p pʰ pʼ r s t tʰ tʃ tʼ u ũ w x xʷ ʔ
baka1277	lapsyd	bakairi_baka1277	30	16	14	upsid	baka1277-254	29	17	12	0.64	0.82	m u ʃ l k j ã b g ɨ̃ i h ɔ̃ ɨ e d ũ s z p t ə̃ ə ɾ ĩ ẽ ɔ n a w	a ã b d e ẽ ɛ ɘ g h i ĩ j k l m n o õ p r s ʃ t u ũ w z ʒ
fasu1242	lapsyd	fasu_fasu1242	21	11	10	upsid	fasu1242-326	21	11	10	0.68	0.90	e ĩ p t ũ ã s n ẽ m j h ɸ a õ ɾ k u w o i	a ã e̞ ẽ̞ h i ĩ j k m n o̞ õ̞ p ɸ ɾ s t u ũ w
ekar1243	lapsyd	ekari_ekar1243	15	10	5	upsid	ekar1243-317	15	10	5	0.76	0.88	n t m j ɛ p w i o d u ʟ b k a	a b d ɛ gˡ i j k m n ɔ p t u w
abip1241	lapsyd	abipon_abip1241	25	15	10	upsid	abip1241-235	20	15	5	0.61	0.81	ʁ a h oː eː o k j p ɨː l m n ɨ ɣ tʃ iː ɾ i ɲ t q w aː e	a e̞ ɣ h i ɨ j k l m n ɲ o̞ p q r ʁ t tʃ w
sout2994	lapsyd	southernnambiquara_sout2994	60	34	26	upsid	sout2994-480	43	25	18	0.29	0.59	w au j j̊ w̰ kʷ ã̰ṵ̃ ã l̪ kʰ ḛ̃ ḭ ṵ̃ n̪ l̪̥ ʔ ʍ t̪ ṵ ɸ ũ ãũ ʃ b ai n̪̥ k ĩ d̪ t̪ʼ ã̰ a̰ x ãĩ pʼ ɺ ã̰ḭ̃ a p u ḛ a̰ḭ e o̰ kʼʷ ḭ̃ l̪̰ kʼ a̰ṵ xʼ j̰ i o t̪ʰ ɗ ẽ s̪ kʷʰ pʰ s̪ʼ	a ã a̰ ã̰ ɓ ɗ e̞ ẽ̞ e̞̰ ẽ̞̰ h hˀ i ĩ ḭ ḭ̃ j k kʰ kʷ kʷʰ kʼʷ kʼ n n̰ o̞ õ̞ o̞̰ õ̞̰ p pʰ pʼ ɺ̠ ɺ̠̰ s sˀ t tʰ tʼ u ṵ w ʔ
cham1318	lapsyd	chamicuro_cham1318	29	19	10	phoible	cham1318-855	29	19	10	0.87	0.93	eː t tʃ a u o i ʎ j aː e ʂ ʃ ʈʂ p w oː h m ʔ ɾ ts iː s n k l ɲ uː	a aː ç e eː h i iː j k l ʎ m n ɲ o oː p r s ʂ ʃ t ts tʃ u uː w ʔ
yana1271	lapsyd	yananortherndialect_yana1271	36	26	10	upsid	yana1271-635	30	22	8	0.29	0.59	s tʰ iː kʰ ʔ pʰ pʼ ɛ ɛː j̰ a h m̰ k tʃ w n̰ m u tʼ j w̰ n p uː tʃʰ ɾ t l aː ɔː i tʃʼ kʼ ɔ l̰	a ai au b d̪ dʒ e̞ g h i j kʰ kʼ l m n̪ o̞ pʰ pʼ r s̪ t̪ʰ tʃʰ tʃʼ t̪ʼ u ui w x ʔ
sene1264	lapsyd	seneca_sene1264	29	13	16	upsid	sene1264-536	19	11	8	0.45	0.65	ɔ̃ː ʔ k uː æ u j ɛ dz s aː i ɛ̃ dʒ ɛː æː kʰ ʃ ɔ̃ w oː n t tʰ a ɛ̃ː iː h o	a æ b dz e ɛ̃ h i j k m n o̞ ɔ̃ s t u w ʔ
bura1267	lapsyd	burarra_bura1267	21	16	5	upsid	bura1267-266	21	16	5	0.91	0.97	n ɻ l ɔ i w ɲ t u a ɭ m ɾ ɳ c æ ʈ ŋ p k j	a c ɛ i j k l ɭ m n ɲ ɳ ŋ ɔ p ɻ ɾ t ʈ u w
khan1273	lapsyd	khantynorthern_khan1273	26	16	10	upsid	khan1273-396	32	19	13	0.45	0.69	w s oː p eː k n t aː ʃ i uː ɲ a ɔ l m c e j x ŋ ʎ u r iː	a æ ɒ̆ c e̞ ĕ̞ ɣ i j k l ɭ ʎ m n ɲ ɳ ŋ o̞ ŏ̞ ɵ̞ ɵ̞̆ p r s ʃ t ʈʂ u ʉ ɯ w
khan1273	lapsyd	khantynorthern_khan1273	26	16	10	phoible	khan1273-1137	31	18	13	0.46	0.73	w s oː p eː k n t aː ʃ i uː ɲ a ɔ l m c e j x ŋ ʎ u r iː	æ ɑ c e ɛ ɣ i j k l ɬ ʎ m n ɲ ŋ o ø œ ɔ p q r s t tʃ u ɯ ʌ w y
khan1273	upsid	khan1273-396	32	19	13	phoible	khan1273-1137	31	18	13	0.43	0.68	a æ ɒ̆ c e̞ ĕ̞ ɣ i j k l ɭ ʎ m n ɲ ɳ ŋ o̞ ŏ̞ ɵ̞ ɵ̞̆ p r s ʃ t ʈʂ u ʉ ɯ w	æ ɑ c e ɛ ɣ i j k l ɬ ʎ m n ɲ ŋ o ø œ ɔ p q r s t tʃ u ɯ ʌ w y
nyis1236	lapsyd	nyishi_nyis1236	32	18	14	upsid	nyis1236-302	24	15	9	0.37	0.66	n b x oː e u s uː ɨ eː p ŋ l̪ o ɨː h d ɟ m k əː aː ə a c i g ʔ ɲ t iː j	ɑ b d ɛ g ɦ i i̥ j k l̪ m n ŋ ɔ p r s t u u̥ ɯ ʌ x
jola1263	lapsyd	diolafogny_jola1263	39	19	20	upsid	jola1263-315	29	19	10	0.62	0.75	oː f ɛː ɹ j i ə h l ɪː a n ɠ m s iː ɪ o əː aː uː ŋ g ɔ k c ɛ b e t p ɲ w d eː ʊː ɔː u ʊ	a b c d e ɛ ɘ f g h i ɪ j ɟ k l m n ɲ ŋ o ɔ p ɾ s t u ʊ w
awac1239	lapsyd	awapit_awac1239	21	14	7	phoible	awac1239-1120	21	14	7	0.91	0.96	t̪ ŋ i i̥ ɨ u ʒ s k w z ḁ u̥ j p a l ʃ m n ɬ	a i i̥ ɨ ɨ̥ j k l ɬ m n ŋ p s ʃ t̪ u u̥ w z ʒ
para1311	lapsyd	guaraniparaguayan_para1311	30	18	12	upsid	para1311-345	36	24	12	0.61	0.76	ã ⁿgʷ ũ ʔ ⁿb l̪ s ⁿg ɨ kʷ p ɨ̃ u ẽ t̪ õ e i ĩ ⁿd̪ ɣʷ ɣ s̪ v k x ɾ j a o	a ã ð e ẽ f ɣ ɣʷ i ĩ ɨ ɨ̃ k kʷ l̪ ʎ m n̪ ɲ ŋ ŋʷ o õ p r͓ ɾ s s̪ t̪ tʃ u ũ v x xʷ ʔ
kwaz1243	lapsyd	kwaza_kwaz1243	36	19	17	phoible	kwaz1243-921	45	29	16	0.62	0.71	tʃ ɓ i aə l ɛ j h ĩ s t w ə̃ ʃ ɛ̃ œ̃ ũ k n ə ɾ ts œ ɔ t̠ u ɗ m ɔ̃ ɲ ẽ a e ã ʔ p	a ã b ɓ c d ð ɗ e ẽ ɛ ɛ̃ f g h i ĩ ɨ ɨ̃ j k l m n ɲ ŋ œ ɔ ɔ̃ p ɾ s ʃ t t̪ ts tʃ u ũ v w y z ʒ ʔ
mada1293	lapsyd	madacameroun_mada1293	36	32	4	phoible	mada1293-931	35	22	13	0.31	0.52	d̪ ɓ t̪ j ⁿb kʷ ɬ̪ ⁿg w ŋ ⁿgʷ dz œ ɗ r̪ g l̪ h gʷ z s k hʷ m f n̪ v p o ⁿd̪ ts e ⁿdz b a ɮ̪	a ã b d dz e ə ɛ ɛ̃ f g gb i ĩ j k kp l m n ŋ o ɔ ɔ̃ p r s t ts u ũ v w ʍ z
murr1258	lapsyd	murrinhpatha_murr1258	25	21	4	upsid	murr1258-474	25	21	4	1.00	1.00	p ɖ r n̪ ɽ i ɳ k t m ʈ a n b d̪ l g ɭ ŋ ɛ t̪ w ʊ j d	a b d d̪ ɖ ɛ g i j k l ɭ m n n̪ ɳ ŋ p r ɽ t t̪ ʈ ʊ w
adze1240	lapsyd	adzera_adze1240	28	23	5	upsid	adze1240-200	25	18	7	0.36	0.60	w ts j t dz ɾ au m ⁿts ai k ŋ̰ d ⁿk g ŋ n ⁿp b a ʔ p s h f u i ⁿt	a aː b d dz f g h i iː j kʰ m n ŋ o̞ o̞ː pʰ r s tʰ tsʰ ɯ ɰ ʔ
natu1246	lapsyd	natugu_natu1246	31	15	16	upsid	natu1246-557	47	30	17	0.34	0.58	j m ɜ ⁿg ŋ æ t dʒ a æ̃ p ɵ̃ ɔ ẽ ⁿb k ⁿd i ʉ n u s l ɜ̃ β ɵ o ã w e ɔ̃	a ã æ æ̃ ɑ ɑ̃ e̞ e̞i ə ə̃ i ĩ j k kʰ kʲ kʷ l m ⁿb ⁿbʷ mʷ n ⁿd ⁿdʷ nʲ nʷ ŋ ⁿg ⁿgʷ ŋʷ o̞ õ̞ p pʰ pʲ pʷ s t tʰ tʲ tʷ u ũ ʉ v w
yuch1247	lapsyd	yuchi_yuch1247	49	38	11	upsid	yuch1247-641	46	38	8	0.86	0.94	tʃʼ kʼ tsʰ tʃʰ ɛ̃ tʃ j ʃ j̰ dz kʰ t ɸʼ æ ĩ tʼ g ɸ b ã pʰ dʒ e æ̃ l̰ ɬ tsʼ o h w̰ ɔ̃ ʔ n ʃʼ sʼ i n̰ k u p ɬʼ s ts l tʰ a pʼ d w	a æ b d dz dʒ e ẽ̞ g h i j j̰ k kʰ kʼ l l̰ ɬ ɬʼ n n̰ o õ̞ p pʰ pʼ ɸ ɸʼ s sʼ ʃ ʃʼ t tʰ ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʼ u w w̰ ʔ
yuch1247	lapsyd	yuchi_yuch1247	49	38	11	phoible	yuch1247-1074	49	38	11	0.78	0.95	tʃʼ kʼ tsʰ tʃʰ ɛ̃ tʃ j ʃ j̰ dz kʰ t ɸʼ æ ĩ tʼ g ɸ b ã pʰ dʒ e æ̃ l̰ ɬ tsʼ o h w̰ ɔ̃ ʔ n ʃʼ sʼ i n̰ k u p ɬʼ s ts l tʰ a pʼ d w	æ æ̃ ɑ ɑ̃ b d dz dʒ e ẽ f fʼ g h i ĩ j j̰ k kʰ kʼ l l̰ ɬ ɬʼ n n̰ o õ p pʰ pʼ s sʼ ʃ ʃʼ t tʰ ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʼ u w w̰ ʔ
yuch1247	upsid	yuch1247-641	46	38	8	phoible	yuch1247-1074	49	38	11	0.76	0.90	a æ b d dz dʒ e ẽ̞ g h i j j̰ k kʰ kʼ l l̰ ɬ ɬʼ n n̰ o õ̞ p pʰ pʼ ɸ ɸʼ s sʼ ʃ ʃʼ t tʰ ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʼ u w w̰ ʔ	æ æ̃ ɑ ɑ̃ b d dz dʒ e ẽ f fʼ g h i ĩ j j̰ k kʰ kʼ l l̰ ɬ ɬʼ n n̰ o õ p pʰ pʼ s sʼ ʃ ʃʼ t tʰ ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʼ u w w̰ ʔ
chuk1273	lapsyd	chukchi_chuk1273	20	14	6	upsid	chuk1273-285	22	15	7	0.56	0.78	m ʔ e i ɰ ə u n q j ɾ ts ɬ k w t a ŋ p o	a e ə̆ ɛ ɣ ɪ j k ɬ m n ŋ o̞ p q sʲ t ts u w ɻ̝ ʔ
koya1251	lapsyd	koya_koya1251	24	19	5	upsid	koya1251-401	24	19	5	0.92	0.98	d̪ ɖ u b l ɐ t̪ m dʒ g j p i k ʋ ʈ tʃ e ɑ h ɳ s̪ ɽ n	ɐ ɑ b d̪ dʒ ɖ e g h i j k l m n ɳ p ɾ s̪ t̪ tʃ ʈ u ʋ
iton1250	lapsyd	itonama_iton1250	25	19	6	upsid	iton1250-374	25	19	6	0.85	0.92	h j n kʼ i w t tʃ u ɨ k ʔ ɾ m l p o s e tʲ tʼ b d a tʃʼ	a b d e̞ h i ɨ j k kʼ l m n o̞ p ɾ s t tʲ tʃ tʃʼ tʼ u w ʔ
dawr1236	lapsyd	dawro_dawr1236	35	25	10	upsid	dawr1236-343	29	24	5	0.73	0.85	a iː l ʔ h pʼ d ts aː s f e n i w oː dʒ tsʼ r tʃ j eː ʃ b t z uː kʼ g ɗ m tʼ u k o	a b d dʒ ɗ e̞ f g h i j k kʼ l m n o̞ r s ʃ t ts tsʼ tʃ tʼ u w z ʔ
shas1239	lapsyd	shasta_shas1239	27	19	8	upsid	shas1239-544	21	17	4	0.60	0.75	s k a oː x tʃʼ aː ʔ tsʼ w i ɾ p m tʼ ɛ ɛː n iː o ts t h tʃ pʼ kʼ j	a e̞ h i j k kʼ m n p pʼ r s t tʃ tʃʼ tʼ u w x ʔ
luuu1242	lapsyd	ly_luuu1242	31	22	9	upsid	luuu1242-404	31	22	9	1.00	1.00	p ɔ t f ɯ tʃʰ o kʷ tʰ a m v ŋ n s kʰ tʃ u d ɛ b k i l j pʰ e ɤ h kʷʰ ʔ	a b d e ɛ ɤ f h i j k kʰ kʷ kʷʰ l m n ŋ o ɔ p pʰ s t tʰ tʃ tʃʰ u ɯ v ʔ
gali1262	lapsyd	kalihna_gali1262	33	15	18	upsid	gali1262-272	22	16	6	0.49	0.71	ɯ β i ai ui eː g iː h au uː ʔ oi u ɯː m p d b ɾ ei ŋ oː e ɯi k n aː o s t j a	ɐ b d ɛ g h i j k m n ŋ ɔ p ɾ s t u ɯ w ʔ β
lugb1240	lapsyd	lugbarawestern_lugb1240	33	26	7	upsid	lugb1240-442	36	26	10	0.82	0.85	t̪ gb j̰ u ɺ a i m f n w s g ɛ h r p z w̰ ʔ v ʊ ts b kp k ɓ j d̪ ɗ dz ɔ ɪ	a b b̰ d̪ d̪̰ dz e ɛ ɜ f g gb h i ɪ j j̰ k kp m n o ɔ p r ɺ s t̪ ts u ʊ v w w̰ z ʔ
taga1270	lapsyd	tagalog_taga1270	28	18	10	upsid	taga1270-573	23	18	5	0.59	0.81	uː ʔ s w d̪ l i e t̪ g o b tʃ ŋ k p u j a n̪ aː f h iː ɾ m oː eː	a b d̪ e̞ f g h ɪ j k l m n̪ ŋ o̞ p ɾ s t̪ tʃ ʊ w ʔ
taga1270	lapsyd	tagalog_taga1270	28	18	10	phoible	taga1270-1666	24	19	5	0.53	0.70	uː ʔ s w d̪ l i e t̪ g o b tʃ ŋ k p u j a n̪ aː f h iː ɾ m oː eː	a b c d e f g h i j ɟ k l m n ŋ o p r s t u w ʔ
taga1270	upsid	taga1270-573	23	18	5	phoible	taga1270-1666	24	19	5	0.42	0.72	a b d̪ e̞ f g h ɪ j k l m n̪ ŋ o̞ p ɾ s t̪ tʃ ʊ w ʔ	a b c d e f g h i j ɟ k l m n ŋ o p r s t u w ʔ
teke1280	lapsyd	tekekukuyadialect_teke1280	28	21	7	upsid	teke1280-415	28	21	7	0.87	0.97	h o f a p j m b n dʒ e w u ɲ d pf tʃ bv i ɱ t k ɪ l ʊ g ŋ s	a b bv d dʒ e̞ f g h i ɪ j k l m ɱ n ɲ ŋ o̞ p pf s t tʃ u ʊ w
fiji1243	lapsyd	fijianboumaadialect_fiji1243	36	19	17	upsid	fiji1243-328	30	19	11	0.57	0.82	k ⁿg β ŋ ao n̪ aː e u o t̪ a ai l oː eː r ⁿb iː p ou f ⁿd̪ ʔ i iu ð au ei s uː ⁿr m j ɰ eu	a ai au ð e̞ e̞i e̞u f i j k l m ⁿb n̪ ⁿd̪ ⁿr ŋ ⁿg o̞ o̞i o̞u p r s t̪ u ɰ ʔ β
tlin1245	lapsyd	tlingit_tlin1245	50	42	8	upsid	tlin1245-579	48	43	5	0.61	0.76	s qʼʷ ts xʼʷ χʷ qʰ eː tsʼ tɬ xʼ tʰ iː tʃʼ ʔ ɢʷ k q ɬʼ h kʷ qʷ tɬʰ aː gʷ w qʼ sʼ χʼ kʰ tɬʼ ɬ kʼ u kʼʷ χʼʷ i a t x tʃ uː tʃʰ n e χ xʷ ʃ tsʰ j tʼ	a b d dɮ dz dʒ e̞ g gʷ ɢ ɢʷ i j k kʷ kʼʷ kʼ ɬ ɬʼ n o̞ p pʼ q qʷ qʼʷ qʼ s sʼ t tɬ tɬʼ ts tsʼ tʃ tʃʼ tʼ u w x xʷ xʼʷ xʼ ʔ χ χʷ χʼʷ χʼ
kiow1266	lapsyd	kiowa_kiow1266	43	19	24	upsid	kiow1266-409	42	22	20	0.42	0.60	ẽː m b õː o u j n̪ æː s æ̃ ũː oː d̪ ĩː ɔ̃ː eː k ɔ̃ pʼ ãː õ iː ẽ g p t̪ ũ z i uː t̪ʼ ɔː e ʔ æ ĩ ɔ h kʼ ts tsʼ d̪ɮ	a̟ ã̟ a̟i ã̟ĩ b d̪ d̪ɮ e̞ ẽ̞ g h i ĩ j k kʰ kʼ m n̪ o̞ õ̞ o̞i õ̞ĩ ɔ ɔ̃ ɔi ɔ̃ĩ p pʰ pʼ s t̪ t̪ʰ ts tsʼ t̪ʼ u ũ ui ũĩ z ʔ
cham1312	lapsyd	chamorro_cham1312	25	19	6	upsid	cham1312-277	26	20	6	0.76	0.89	l æ w k ɻ ɒ e ts j f s m p g ʔ u b o n dz h t i ŋ d	æ ɑ b d dz e̞ f g h i j k l m n ɲ ŋ o̞ p ɻ s t ts u w ʔ
nana1257	lapsyd	nanai_nana1257	25	19	6	upsid	nana1257-341	24	18	6	0.75	0.89	y t g p b β ɪ ŋ n a m l dʒ o r k s u j d w ə ɲ tʃ x	a b d dʒ ɘ g i ɪ ʝ k l m n ɲ ŋ o p r s t tʃ u x β
samr1245	lapsyd	samre_samr1245	42	21	21	phoible	samr1245-994	41	20	21	0.73	0.88	tɕ ɔ kʰ ɨə h ʔ d a p aː ɔː iə m tʰ oː ŋ ɨː t u i w pʰ ɛ ɨ s b uə iː l ɲ əː e n tɕʰ o ɰ ɛː j k uː ə eː	a aː b c cʰ d e eː ə əː ɛ ɛː h i iː iə j k l m n ɲ ŋ o oː ɔ ɔː p pʰ ɹ s t tʰ u uː uə ɯ ɯː ɯə w ʔ
chuv1255	lapsyd	chuvash_chuv1255	30	21	9	upsid	chuv1255-281	30	21	9	0.76	0.85	ɯ z u ø̆ i f ʈ ɔ̆ t m w r tʃ o y b g ʃ x ɑ s j ʒ l k d p n ç e	ɑ b ɕ d e̞ f g i j k l m n ø̆ o̞ ɔ̆ p r s ʃ t ts tʃ u ɯ w x y z ʒ
tuuu1240	lapsyd	mangghuerminxedialect_tuuu1240	31	26	5	upsid	tuuu1240-462	28	23	5	0.26	0.61	f t qʰ j ʈʂ s p tɕʰ kʰ tʰ u tɕ a ŋ k i ɾ χ o q tsʰ ɕ pʰ ʈʂʰ n m ʂ w l ts ə	a b d dz dʒ e̞ g ɢ h i ʝ k l m n ŋ o̞ p q r s ʃ t tʃʰ u v x z
tolo1259	lapsyd	tolowa_tolo1259	43	28	15	phoible	tolo1259-1069	31	26	5	0.42	0.66	tʰ ʂ ə tʃ a tsʼ i kʷ tʼ eː t w ãː ʈʂʼ ʔ e tʃʰ xʷ ũː j ĩ n̰ l uː iː ã ʃ aː m p x m̰ kʼʷ n ɰ kʼ ɬ k s ĩː tʃʼ ũ u	æ ɐ ɑ g ɣ h i j k kʼ l ɬ m n p pʰ s ʂ ʃ t tʰ tsʼ tʃ tʃʼ tʼ ʈ ʈʼ u w x ʔ
tsam1247	lapsyd	tsamakko_tsam1247	39	29	10	phoible	tsam1247-1608	66	56	10	0.50	0.58	ħ χ ʃ k z b m ɗ a ʒ ɠ tʃː uː j ɓ tʃʼ n u qʼ p e i t aː d tsʼ β̞ ɲː r ʕ l h ʔ oː iː o eː s g	a aː b bː ɓ ɓː c cː cʼː d dː dʒː ɗ e eː g gː ɠ ɠː h ħ hː ħː i iː j jː k kː l lː m mː n nː ɲ ɲː o oː p pː qʼ qʼː r rː s sː ʃ ʃː t tː tsʼ tsʼː u uː w wː x xː z zː ʒ ʔ ʔː ʕ ʕː
wara1303	lapsyd	warao_wara1303	21	11	10	upsid	wara1303-609	21	11	10	0.91	0.95	i kʷ ɺ k ĩ u n m ɛ a t ũ h j õ ã b ɛ̃ ɸ s o	a ã b ɛ ɛ̃ h i ĩ j k kʷ m n o õ ɺ s t u ũ β̞
kuot1243	lapsyd	kuotsouth_kuot1243	19	13	6	phoible	kuot1243-918	19	13	6	0.58	0.92	e m ⁿg ɾ ə t n l ⁿb s̪ p ŋ i a ⁿd f u o k	a b d e ə f g i k l m n ŋ o p r s t u
trum1247	lapsyd	trumai_trum1247	28	23	5	upsid	trum1247-588	24	18	6	0.41	0.67	ɬ̪ e x kʼ j u ɾ ʃ t̪ʼ k a w p ts̪ʼ t̪ ɨ ts̪ n̪ i d̪ h m f ʔ tʼ t s̪ l̪	a ɗ̥ ɛ ɘ f h i j k l̪ m̥ n̪ o p r̪ s ʃ t t̪ ts u w xː ʔ
nucl1347	lapsyd	wolof_nucl1347	39	24	15	upsid	nucl1347-618	40	26	14	0.68	0.81	ⁿb j aː ə u n c g ɟ ɛ ʔ ⁿd ⁿɟ ⁿg a eː o l̪ ɔː p f ɲ ɾ s uː e oː w t i b d k x ŋ ɔ m ɛː iː	a aː b bː c d e eː ɛ ɛː f g i iː j ɟ ɟː k l̪ l̪ː m mː n nː ɲ ŋ ø oː ɔ ɔː p qχ ɾ s t u uː w ʔ χ
